Item_Fat_Content,Item_MRP,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type
0,253.0698,Household,0.186032678,7.825,2004,OUT035,Tier 2,Small,Supermarket Type1
0,101.0016,Household,0.031867464,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,153.0024,Soft Drinks,0.021370201000000002,20.75,2007,OUT017,Tier 2,,Supermarket Type1
0,190.3846,Fruits and Vegetables,0.193772568,,1985,OUT019,Tier 1,Small,Grocery Store
1,151.1366,Meat,0.009866049,6.26,2004,OUT035,Tier 2,Small,Supermarket Type1
0,147.3734,Fruits and Vegetables,0.082551042,18.2,1998,OUT010,Tier 3,,Grocery Store
0,46.306000000000004,Household,0.099729888,13.0,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,222.1772,Fruits and Vegetables,0.018801549,20.25,2004,OUT035,Tier 2,Small,Supermarket Type1
0,95.5094,Household,0.11972145099999999,8.695,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,113.5518,Soft Drinks,0.071222087,7.27,2002,OUT045,Tier 2,,Supermarket Type1
1,174.0712,Breakfast,0.060371962,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,198.4768,Fruits and Vegetables,0.033287541000000004,12.85,2002,OUT045,Tier 2,,Supermarket Type1
0,142.7128,Dairy,0.05858462,7.075,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,196.21099999999998,Baking Goods,0.11679292,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,94.3462,Baking Goods,0.031452265,8.195,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,47.9034,Baking Goods,0.00721395,7.09,2004,OUT035,Tier 2,Small,Supermarket Type1
0,141.4154,Others,0.081196619,6.095,1997,OUT046,Tier 1,Small,Supermarket Type1
1,80.2644,Fruits and Vegetables,0.049916364000000005,19.35,2007,OUT017,Tier 2,,Supermarket Type1
0,99.3384,Baking Goods,0.04627095,6.15,1997,OUT046,Tier 1,Small,Supermarket Type1
1,87.9856,Canned,0.02747716,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,125.2678,Fruits and Vegetables,0.10470453699999999,,1985,OUT019,Tier 1,Small,Grocery Store
0,167.0474,Household,0.012540003000000001,17.7,2004,OUT035,Tier 2,Small,Supermarket Type1
0,93.7436,Breads,0.147023834,17.85,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,224.972,Soft Drinks,0.15965759599999998,9.395,2002,OUT045,Tier 2,,Supermarket Type1
0,250.5382,Hard Drinks,0.141398626,15.75,2007,OUT017,Tier 2,,Supermarket Type1
0,241.2854,Fruits and Vegetables,0.148821808,7.475,2002,OUT045,Tier 2,,Supermarket Type1
0,98.0068,Frozen Foods,0.0,7.075,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,92.6436,Baking Goods,0.029691762000000003,6.445,1997,OUT046,Tier 1,Small,Supermarket Type1
0,235.0958,Fruits and Vegetables,0.09671552300000001,19.1,2004,OUT035,Tier 2,Small,Supermarket Type1
1,193.6162,Dairy,0.014790558999999998,20.25,2004,OUT035,Tier 2,Small,Supermarket Type1
1,59.1904,Canned,0.054378253,15.0,1997,OUT046,Tier 1,Small,Supermarket Type1
1,89.1514,Snack Foods,0.123428594,6.67,1997,OUT046,Tier 1,Small,Supermarket Type1
1,60.222,Canned,0.029943462999999997,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,112.7176,Frozen Foods,0.052368060999999994,16.7,1987,OUT013,Tier 3,High,Supermarket Type1
0,115.5834,Snack Foods,0.09386114400000001,7.07,2002,OUT045,Tier 2,,Supermarket Type1
0,148.0076,Snack Foods,0.033968647000000005,6.48,2002,OUT045,Tier 2,,Supermarket Type1
1,228.27200000000002,Fruits and Vegetables,0.173154079,19.0,1998,OUT010,Tier 3,,Grocery Store
0,147.5392,Frozen Foods,0.139735226,13.35,2002,OUT045,Tier 2,,Supermarket Type1
0,146.6418,Fruits and Vegetables,0.043351895999999994,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,122.4388,Hard Drinks,0.042086652,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,223.9404,Baking Goods,0.12848269,9.695,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,62.6168,Soft Drinks,0.049357077,15.0,2007,OUT017,Tier 2,,Supermarket Type1
1,149.9708,Dairy,0.008326735,11.15,2007,OUT017,Tier 2,,Supermarket Type1
0,103.2306,Fruits and Vegetables,0.021362955,20.85,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,194.3478,Others,0.151420934,9.8,1998,OUT010,Tier 3,,Grocery Store
0,165.0842,Meat,0.032511818,16.35,1987,OUT013,Tier 3,High,Supermarket Type1
1,101.29899999999999,Breads,0.022323658,9.6,2002,OUT045,Tier 2,,Supermarket Type1
0,129.9994,Health and Hygiene,0.019292355,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,216.7166,Breads,0.048124442999999996,13.35,2002,OUT045,Tier 2,,Supermarket Type1
0,76.367,Dairy,0.09261307,20.7,1987,OUT013,Tier 3,High,Supermarket Type1
0,158.4604,Baking Goods,0.094697274,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,260.6278,Fruits and Vegetables,0.035984103999999996,16.2,2002,OUT045,Tier 2,,Supermarket Type1
1,230.9984,Snack Foods,0.056596985,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,76.867,Frozen Foods,0.2047,,1985,OUT019,Tier 1,Small,Grocery Store
1,129.3994,Breakfast,0.020618324,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,101.3016,Others,0.04709821,5.5,1997,OUT046,Tier 1,Small,Supermarket Type1
1,221.7456,Fruits and Vegetables,0.087584126,15.1,2002,OUT045,Tier 2,,Supermarket Type1
1,122.9046,Frozen Foods,0.038078899,15.7,2007,OUT017,Tier 2,,Supermarket Type1
1,104.4332,Breakfast,0.095102092,7.895,2007,OUT017,Tier 2,,Supermarket Type1
1,164.5184,Canned,0.011953901999999999,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,88.18299999999999,Baking Goods,0.062799379,17.35,1987,OUT013,Tier 3,High,Supermarket Type1
0,174.3054,Household,0.031125708999999998,7.285,1987,OUT013,Tier 3,High,Supermarket Type1
0,180.9976,Household,0.026005891,20.25,2002,OUT045,Tier 2,,Supermarket Type1
0,190.9504,Snack Foods,0.09246392,,1985,OUT019,Tier 1,Small,Grocery Store
0,59.5904,Soft Drinks,0.107765165,15.85,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,66.3826,Meat,0.010647476999999999,6.17,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,182.2608,Household,0.015749341,19.5,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,197.611,Household,0.077628053,19.2,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,181.2292,Canned,0.0,16.7,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,104.0648,Breads,0.056695731,20.85,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,260.4594,Breads,0.063993068,14.5,2002,OUT045,Tier 2,,Supermarket Type1
1,233.1616,Meat,0.06952926200000001,11.395,1987,OUT013,Tier 3,High,Supermarket Type1
0,174.0422,Soft Drinks,0.034452949,7.97,1997,OUT046,Tier 1,Small,Supermarket Type1
1,55.2956,Snack Foods,0.06670068,7.71,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,141.7496,Canned,0.034699737,19.25,1997,OUT046,Tier 1,Small,Supermarket Type1
0,142.2128,Dairy,0.058346939,7.075,1997,OUT046,Tier 1,Small,Supermarket Type1
1,166.0816,Meat,0.065203103,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,79.9276,Frozen Foods,0.07892957099999999,11.6,1997,OUT046,Tier 1,Small,Supermarket Type1
0,98.77,Fruits and Vegetables,0.18251488100000002,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,178.56599999999997,Hard Drinks,0.016895293000000002,12.1,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,118.244,Health and Hygiene,0.073379745,10.0,1997,OUT046,Tier 1,Small,Supermarket Type1
0,81.896,Baking Goods,0.08075758,14.35,2002,OUT045,Tier 2,,Supermarket Type1
0,58.222,Snack Foods,0.11227149800000001,10.395,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,182.6292,Dairy,0.153741385,,1985,OUT019,Tier 1,Small,Grocery Store
0,211.4902,Fruits and Vegetables,0.127929521,8.1,1987,OUT013,Tier 3,High,Supermarket Type1
1,256.4646,Fruits and Vegetables,0.07838564,8.05,2004,OUT035,Tier 2,Small,Supermarket Type1
1,108.7596,Meat,0.078502143,9.195,2007,OUT017,Tier 2,,Supermarket Type1
1,212.5876,Dairy,0.047684831,20.7,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,110.1544,Fruits and Vegetables,0.12315965599999999,15.7,2007,OUT017,Tier 2,,Supermarket Type1
1,60.2194,Fruits and Vegetables,0.0,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,193.8162,Health and Hygiene,0.053392944000000005,,1985,OUT019,Tier 1,Small,Grocery Store
0,180.0318,Household,0.036715907,16.5,2002,OUT045,Tier 2,,Supermarket Type1
0,176.437,Snack Foods,0.065236932,9.0,2004,OUT035,Tier 2,Small,Supermarket Type1
1,41.2112,Meat,0.041947547,6.785,1987,OUT013,Tier 3,High,Supermarket Type1
0,178.6002,Canned,0.08288849599999999,19.5,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,195.2768,Dairy,0.055390120999999994,7.575,1997,OUT046,Tier 1,Small,Supermarket Type1
1,57.7904,Fruits and Vegetables,0.012194556,18.2,1987,OUT013,Tier 3,High,Supermarket Type1
0,169.8106,Dairy,0.060495243,16.75,1987,OUT013,Tier 3,High,Supermarket Type1
1,214.3218,Frozen Foods,0.0,7.47,2004,OUT035,Tier 2,Small,Supermarket Type1
1,231.7958,Fruits and Vegetables,0.014753811,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,38.019,Fruits and Vegetables,0.160707489,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,119.4124,Meat,0.085622362,13.85,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,37.4506,Frozen Foods,0.046350909,6.635,2007,OUT017,Tier 2,,Supermarket Type1
1,130.4968,Fruits and Vegetables,0.102920886,6.11,1997,OUT046,Tier 1,Small,Supermarket Type1
0,86.2198,Snack Foods,0.026604781,15.25,2004,OUT035,Tier 2,Small,Supermarket Type1
0,96.4094,Canned,0.0,15.85,2004,OUT035,Tier 2,Small,Supermarket Type1
0,235.1248,Snack Foods,0.031860325,15.2,1998,OUT010,Tier 3,,Grocery Store
1,52.6666,Snack Foods,0.0,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,150.5024,Soft Drinks,0.021250002,20.75,1997,OUT046,Tier 1,Small,Supermarket Type1
0,143.2154,Frozen Foods,0.159936948,10.195,1997,OUT046,Tier 1,Small,Supermarket Type1
0,164.021,Fruits and Vegetables,0.12950314599999999,7.605,2002,OUT045,Tier 2,,Supermarket Type1
1,88.5514,Fruits and Vegetables,0.142688846,18.0,1997,OUT046,Tier 1,Small,Supermarket Type1
0,228.9352,Dairy,0.179484411,,1985,OUT019,Tier 1,Small,Grocery Store
0,191.3504,Household,0.08916305599999999,18.35,2002,OUT045,Tier 2,,Supermarket Type1
0,84.8908,Fruits and Vegetables,0.105761491,6.59,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,230.0984,Snack Foods,0.056960814000000005,13.8,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,173.5738,Starchy Foods,0.00704098,21.2,1997,OUT046,Tier 1,Small,Supermarket Type1
1,166.4842,Snack Foods,0.011026593999999999,10.5,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,52.7956,Household,0.093203257,8.97,2002,OUT045,Tier 2,,Supermarket Type1
0,50.9666,Others,0.026916793999999997,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,86.1224,Health and Hygiene,0.035264298,10.6,2002,OUT045,Tier 2,,Supermarket Type1
0,231.1668,Breads,0.015908423999999997,13.65,2004,OUT035,Tier 2,Small,Supermarket Type1
0,211.0244,Health and Hygiene,0.017719277,19.0,1997,OUT046,Tier 1,Small,Supermarket Type1
1,115.3518,Snack Foods,0.035334201,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,48.9034,Baking Goods,0.065652494,,1985,OUT019,Tier 1,Small,Grocery Store
0,212.8218,Snack Foods,0.056919038,6.865,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,40.2138,Baking Goods,0.048143292000000004,10.8,1997,OUT046,Tier 1,Small,Supermarket Type1
0,110.2886,Dairy,0.022047313,16.7,1987,OUT013,Tier 3,High,Supermarket Type1
0,126.2336,Hard Drinks,0.090427268,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,150.1708,Baking Goods,0.027779254,15.15,1997,OUT046,Tier 1,Small,Supermarket Type1
0,238.3248,Household,0.0,10.5,1998,OUT010,Tier 3,,Grocery Store
0,174.2422,Dairy,0.008033611,17.6,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,175.4738,Meat,0.033088472,19.35,1997,OUT046,Tier 1,Small,Supermarket Type1
0,59.4562,Household,0.160663021,15.7,1997,OUT046,Tier 1,Small,Supermarket Type1
0,155.5288,Dairy,0.178975721,18.1,2007,OUT017,Tier 2,,Supermarket Type1
1,239.6538,Starchy Foods,0.017627888,10.195,2004,OUT035,Tier 2,Small,Supermarket Type1
0,41.6454,Breads,0.0194158,,1985,OUT019,Tier 1,Small,Grocery Store
0,211.0586,Fruits and Vegetables,0.016993225,6.655,2002,OUT045,Tier 2,,Supermarket Type1
0,127.3336,Household,0.027139012999999997,19.0,2007,OUT017,Tier 2,,Supermarket Type1
0,98.0068,Frozen Foods,0.03777249,7.075,1998,OUT010,Tier 3,,Grocery Store
0,181.2976,Frozen Foods,0.036746479,13.15,2002,OUT045,Tier 2,,Supermarket Type1
1,226.8036,Fruits and Vegetables,0.022460102000000003,20.1,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,256.7672,Dairy,0.0,20.35,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,190.1846,Health and Hygiene,0.05213575,18.85,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,227.1062,Fruits and Vegetables,0.062508438,16.35,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,196.2426,Meat,0.007309544,11.3,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,182.6266,Fruits and Vegetables,0.015623753999999998,17.5,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,87.4514,Fruits and Vegetables,0.14297822300000002,18.0,2002,OUT045,Tier 2,,Supermarket Type1
0,51.535,Dairy,0.017191055,7.935,2002,OUT045,Tier 2,,Supermarket Type1
0,37.3164,Baking Goods,0.143592939,,1985,OUT019,Tier 1,Small,Grocery Store
1,184.5924,Canned,0.011995271000000002,20.25,1997,OUT046,Tier 1,Small,Supermarket Type1
1,149.1418,Snack Foods,0.15717236,15.5,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,91.81200000000001,Dairy,0.061393095,,1985,OUT019,Tier 1,Small,Grocery Store
1,155.7314,Meat,0.264124669,,1985,OUT019,Tier 1,Small,Grocery Store
0,218.0508,Soft Drinks,0.020310046000000002,15.35,1987,OUT013,Tier 3,High,Supermarket Type1
0,200.2084,Health and Hygiene,0.054630834,10.1,1997,OUT046,Tier 1,Small,Supermarket Type1
1,115.4176,Frozen Foods,0.052517969000000005,16.7,2002,OUT045,Tier 2,,Supermarket Type1
1,213.4876,Dairy,0.047565208,20.7,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,223.8404,Starchy Foods,0.060797393,16.0,1987,OUT013,Tier 3,High,Supermarket Type1
0,180.7634,Starchy Foods,0.041291168999999996,14.0,1997,OUT046,Tier 1,Small,Supermarket Type1
0,181.4318,Fruits and Vegetables,0.022604051,12.85,1997,OUT046,Tier 1,Small,Supermarket Type1
1,105.6648,Breads,0.056580227999999996,20.85,2002,OUT045,Tier 2,,Supermarket Type1
0,120.5124,Household,0.16419682300000002,12.35,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,261.6594,Frozen Foods,0.022976497000000002,6.85,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,101.0042,Fruits and Vegetables,0.027310252,10.3,2004,OUT035,Tier 2,Small,Supermarket Type1
1,49.6008,Snack Foods,0.141975462,,1985,OUT019,Tier 1,Small,Grocery Store
0,45.9428,Dairy,0.0,8.775,1987,OUT013,Tier 3,High,Supermarket Type1
0,129.2626,Health and Hygiene,0.01619866,18.85,2007,OUT017,Tier 2,,Supermarket Type1
0,56.7614,Household,0.014205168,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,141.0812,Baking Goods,0.09344495,14.85,2004,OUT035,Tier 2,Small,Supermarket Type1
1,84.3592,Frozen Foods,0.019199733,20.5,1997,OUT046,Tier 1,Small,Supermarket Type1
1,51.935,Canned,0.15412025199999999,7.84,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,196.7452,Frozen Foods,0.089004389,18.25,2002,OUT045,Tier 2,,Supermarket Type1
1,85.854,Snack Foods,0.011117041000000001,10.3,1987,OUT013,Tier 3,High,Supermarket Type1
0,169.9448,Household,0.103422709,12.5,2004,OUT035,Tier 2,Small,Supermarket Type1
0,260.5594,Dairy,0.089035961,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,93.212,Canned,0.102723919,20.25,1997,OUT046,Tier 1,Small,Supermarket Type1
1,40.2822,Soft Drinks,0.024733134,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,140.3838,Health and Hygiene,0.044871033,15.0,1987,OUT013,Tier 3,High,Supermarket Type1
0,38.7138,Fruits and Vegetables,0.029760052000000002,8.325,1987,OUT013,Tier 3,High,Supermarket Type1
0,38.6506,Canned,0.078999287,15.85,2007,OUT017,Tier 2,,Supermarket Type1
0,117.3782,Dairy,0.020870744,13.1,1997,OUT046,Tier 1,Small,Supermarket Type1
0,111.3228,Household,0.031599715,6.26,2007,OUT017,Tier 2,,Supermarket Type1
0,173.1764,Dairy,0.042413704,17.25,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,119.9098,Frozen Foods,0.072284689,5.765,2004,OUT035,Tier 2,Small,Supermarket Type1
0,175.437,Household,0.009984847,13.6,1987,OUT013,Tier 3,High,Supermarket Type1
0,88.78299999999999,Frozen Foods,0.052852620999999995,10.5,2007,OUT017,Tier 2,,Supermarket Type1
0,85.125,Baking Goods,0.014660821000000001,7.975,2002,OUT045,Tier 2,,Supermarket Type1
1,192.1846,Frozen Foods,0.076354362,12.65,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,247.84599999999998,Household,0.07670963900000001,12.3,2002,OUT045,Tier 2,,Supermarket Type1
0,184.8924,Baking Goods,0.005677876,5.985,2002,OUT045,Tier 2,,Supermarket Type1
0,184.7266,Fruits and Vegetables,0.0,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,132.5284,Snack Foods,0.012282366000000001,15.15,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,56.4246,Canned,0.026681262,12.35,1997,OUT046,Tier 1,Small,Supermarket Type1
0,84.9224,Frozen Foods,0.127541722,14.3,1997,OUT046,Tier 1,Small,Supermarket Type1
0,93.4094,Household,0.119513002,8.695,2004,OUT035,Tier 2,Small,Supermarket Type1
0,163.8842,Meat,0.054463442,16.35,1998,OUT010,Tier 3,,Grocery Store
1,151.3366,Baking Goods,0.0,6.135,2002,OUT045,Tier 2,,Supermarket Type1
0,185.0608,Household,0.015756784,19.5,2002,OUT045,Tier 2,,Supermarket Type1
1,182.3608,Snack Foods,0.010907967,9.5,1987,OUT013,Tier 3,High,Supermarket Type1
0,235.8616,Hard Drinks,0.07543556,8.895,2004,OUT035,Tier 2,Small,Supermarket Type1
0,196.8452,Frozen Foods,0.0,18.25,1997,OUT046,Tier 1,Small,Supermarket Type1
0,258.3278,Canned,0.11519471699999999,21.35,1998,OUT010,Tier 3,,Grocery Store
0,174.83700000000002,Snack Foods,0.066922802,19.7,2004,OUT035,Tier 2,Small,Supermarket Type1
0,90.0804,Baking Goods,0.064636203,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,117.8466,Fruits and Vegetables,0.10319540099999999,16.6,2002,OUT045,Tier 2,,Supermarket Type1
0,74.0354,Dairy,0.13121032,,1985,OUT019,Tier 1,Small,Grocery Store
0,133.6284,Fruits and Vegetables,0.035747522000000004,10.895,1997,OUT046,Tier 1,Small,Supermarket Type1
1,37.4506,Frozen Foods,0.192650072,,1985,OUT019,Tier 1,Small,Grocery Store
0,151.3024,Health and Hygiene,0.09803177099999999,,1985,OUT019,Tier 1,Small,Grocery Store
1,248.8092,Breads,0.030118337999999998,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,195.2478,Household,0.016201845,8.51,2007,OUT017,Tier 2,,Supermarket Type1
0,243.9828,Snack Foods,0.05837308,14.15,1998,OUT010,Tier 3,,Grocery Store
0,128.8678,Fruits and Vegetables,0.087652908,6.65,2004,OUT035,Tier 2,Small,Supermarket Type1
1,177.96599999999998,Snack Foods,0.065999008,15.25,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,196.5452,Frozen Foods,0.088750333,18.25,1987,OUT013,Tier 3,High,Supermarket Type1
1,196.8768,Fruits and Vegetables,0.100277876,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,87.4856,Frozen Foods,0.09925243800000001,16.0,2004,OUT035,Tier 2,Small,Supermarket Type1
0,127.831,Household,0.0,19.2,2002,OUT045,Tier 2,,Supermarket Type1
0,117.815,Household,0.0,12.15,2007,OUT017,Tier 2,,Supermarket Type1
0,208.9954,Frozen Foods,0.026384672,8.895,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,263.4568,Dairy,0.228993134,10.895,1998,OUT010,Tier 3,,Grocery Store
1,76.1986,Dairy,0.065431917,16.0,2007,OUT017,Tier 2,,Supermarket Type1
0,106.928,Frozen Foods,0.026749991,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,43.6744,Baking Goods,0.0,9.195,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,201.0742,Fruits and Vegetables,0.043333912,11.35,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,144.0102,Health and Hygiene,0.08965681199999999,10.0,2007,OUT017,Tier 2,,Supermarket Type1
0,82.4908,Others,0.039954281,9.395,2004,OUT035,Tier 2,Small,Supermarket Type1
0,95.9752,Soft Drinks,0.087854925,,1985,OUT019,Tier 1,Small,Grocery Store
0,192.8478,Breakfast,0.14940405699999998,20.75,1998,OUT010,Tier 3,,Grocery Store
0,128.40200000000002,Meat,0.0268952,9.8,2002,OUT045,Tier 2,,Supermarket Type1
0,258.5646,Frozen Foods,0.065857092,5.695,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,37.819,Fruits and Vegetables,0.161817014,18.2,2002,OUT045,Tier 2,,Supermarket Type1
1,49.2034,Baking Goods,0.082197959,19.35,1987,OUT013,Tier 3,High,Supermarket Type1
0,106.6938,Hard Drinks,0.015335349,18.35,2002,OUT045,Tier 2,,Supermarket Type1
0,163.6526,Household,0.00599072,6.36,2002,OUT045,Tier 2,,Supermarket Type1
0,46.506,Soft Drinks,0.013898123,9.8,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,99.9042,Baking Goods,0.078912473,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,231.7642,Household,0.059776237,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,39.7506,Frozen Foods,0.0,6.635,1987,OUT013,Tier 3,High,Supermarket Type1
0,156.7288,Dairy,0.29788371199999997,18.1,1998,OUT010,Tier 3,,Grocery Store
0,56.0614,Household,0.022059594,8.93,1998,OUT010,Tier 3,,Grocery Store
0,38.9506,Fruits and Vegetables,0.03532494,8.3,1987,OUT013,Tier 3,High,Supermarket Type1
0,112.7544,Household,0.124967595,8.895,2002,OUT045,Tier 2,,Supermarket Type1
1,225.9062,Fruits and Vegetables,0.062411404000000004,16.35,1997,OUT046,Tier 1,Small,Supermarket Type1
0,140.5154,Health and Hygiene,0.032754431,8.6,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,160.2894,Household,0.160178832,,1985,OUT019,Tier 1,Small,Grocery Store
1,227.77200000000002,Fruits and Vegetables,0.10403514800000001,19.0,2007,OUT017,Tier 2,,Supermarket Type1
0,157.263,Frozen Foods,0.06390019,7.56,2002,OUT045,Tier 2,,Supermarket Type1
1,104.899,Frozen Foods,0.06264811099999999,12.6,1987,OUT013,Tier 3,High,Supermarket Type1
0,184.7924,Others,0.11168586800000001,15.6,1998,OUT010,Tier 3,,Grocery Store
0,49.5376,Canned,0.23303981699999998,8.71,1998,OUT010,Tier 3,,Grocery Store
0,158.1288,Dairy,0.17824575,18.1,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,150.2392,Frozen Foods,0.140241213,13.35,2007,OUT017,Tier 2,,Supermarket Type1
0,173.3738,Fruits and Vegetables,0.0,16.6,1997,OUT046,Tier 1,Small,Supermarket Type1
0,221.9456,Frozen Foods,0.033935576,6.695,2004,OUT035,Tier 2,Small,Supermarket Type1
1,47.4034,Fruits and Vegetables,0.016516275,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,57.2614,Frozen Foods,0.026537206,16.6,1997,OUT046,Tier 1,Small,Supermarket Type1
0,145.047,Others,0.015673267,15.35,2004,OUT035,Tier 2,Small,Supermarket Type1
0,54.593,Fruits and Vegetables,0.089083914,19.7,1998,OUT010,Tier 3,,Grocery Store
0,78.6328,Baking Goods,0.13115279900000001,14.3,2007,OUT017,Tier 2,,Supermarket Type1
1,195.8426,Canned,0.083109455,,1985,OUT027,Tier 3,Medium,Supermarket Type3
