"","Item_Fat_Content","Item_MRP","Item_Type","Item_Visibility","Item_Weight","Outlet_Establishment_Year","Outlet_Identifier","Outlet_Location_Type","Outlet_Size","Outlet_Type"
"247",0,179.3976,"Canned",0.033946163,12,1987,"OUT013","Tier 3","High","Supermarket Type1"
"248",1,163.4552,"Fruits and Vegetables",0.058414678,12.15,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"249",0,75.367,"Meat",0.027106459,10.1,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"250",0,262.491,"Frozen Foods",0.027022883,17.5,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"251",0,152.034,"Dairy",0.058153409,13.1427005508437,1985,"OUT019","Tier 1","Small","Grocery Store"
"252",0,112.3886,"Fruits and Vegetables",0.128937661,17.1,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"253",0,61.451,"Fruits and Vegetables",0.088846306,7.785,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"254",1,125.9704,"Snack Foods",0.09357779,11.8,1987,"OUT013","Tier 3","High","Supermarket Type1"
"255",1,171.8764,"Fruits and Vegetables",0.165694678,13.15,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"256",0,41.5796,"Frozen Foods",0.148392623,12.0548639725689,1985,"OUT019","Tier 1","Small","Grocery Store"
"257",0,51.1324,"Canned",0.098438394,8.5,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"258",0,96.341,"Health and Hygiene",0.143303291,8.645,1987,"OUT013","Tier 3","High","Supermarket Type1"
"259",1,110.9202,"Meat",0.076276208,17.6,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"260",0,127.5362,"Baking Goods",0.175103435,9.1,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"261",1,225.9404,"Meat",0.023511371,12.8,1987,"OUT013","Tier 3","High","Supermarket Type1"
"262",0,95.4436,"Soft Drinks",0.06105276,7.63,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"263",1,246.4144,"Frozen Foods",0.049559042,9.285,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"264",1,231.03,"Dairy",0.119418124,13.6,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"265",0,176.237,"Breakfast",0.072545601,8.895,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"266",0,195.211,"Household",0.090486828,16.35,1987,"OUT013","Tier 3","High","Supermarket Type1"
"267",0,43.3454,"Frozen Foods",0.056245075,17.6,1987,"OUT013","Tier 3","High","Supermarket Type1"
"268",0,85.225,"Baking Goods",0.014618973,7.975,1987,"OUT013","Tier 3","High","Supermarket Type1"
"269",0,36.7164,"Starchy Foods",0.043479126,15.85,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"270",0,178.666,"Frozen Foods",0.045166237,15.7,1987,"OUT013","Tier 3","High","Supermarket Type1"
"271",1,128.831,"Frozen Foods",0.057827101,8.985,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"272",0,260.1594,"Dairy",0.089394766,20.35,1987,"OUT013","Tier 3","High","Supermarket Type1"
"273",0,85.6908,"Fruits and Vegetables",0.10550944,6.59,1987,"OUT013","Tier 3","High","Supermarket Type1"
"274",0,264.0884,"Dairy",0.005234153,19.85,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"275",0,91.4488,"Snack Foods",0.036390174,16.85,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"276",0,173.1738,"Meat",0.03292824,15.4008741669741,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"277",0,256.4988,"Fruits and Vegetables",0.081252534,16.75,1987,"OUT013","Tier 3","High","Supermarket Type1"
"278",1,110.5202,"Meat",0.076552407,17.6,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"279",0,250.4408,"Snack Foods",0.016758569,7.905,1998,"OUT010","Tier 3","Medium","Grocery Store"
"280",0,126.202,"Snack Foods",0.044248175,14.88086472487,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"281",1,103.1964,"Fruits and Vegetables",0.038288087,7.785,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"282",0,253.0698,"Household",0.186032678,7.825,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"283",0,101.0016,"Household",0.031867464,10.6764487607571,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"284",0,153.0024,"Soft Drinks",0.021370201,20.75,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"285",0,190.3846,"Fruits and Vegetables",0.193772568,13.1453259141861,1985,"OUT019","Tier 1","Small","Grocery Store"
"286",1,151.1366,"Meat",0.009866049,6.26,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"287",0,147.3734,"Fruits and Vegetables",0.082551042,18.2,1998,"OUT010","Tier 3","Medium","Grocery Store"
"288",0,46.306,"Household",0.099729888,13,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"289",1,222.1772,"Fruits and Vegetables",0.018801549,20.25,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"290",0,95.5094,"Household",0.119721451,8.695,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"291",0,113.5518,"Soft Drinks",0.071222087,7.27,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"292",1,174.0712,"Breakfast",0.060371962,13.0997941351634,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"293",0,198.4768,"Fruits and Vegetables",0.033287541,12.85,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"294",0,142.7128,"Dairy",0.05858462,7.075,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"295",1,196.211,"Baking Goods",0.11679292,14.4538014234563,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"296",0,94.3462,"Baking Goods",0.031452265,8.195,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"297",0,47.9034,"Baking Goods",0.00721395,7.09,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"298",0,141.4154,"Others",0.081196619,6.095,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"299",1,80.2644,"Fruits and Vegetables",0.049916364,19.35,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"300",0,99.3384,"Baking Goods",0.04627095,6.15,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"301",1,87.9856,"Canned",0.02747716,13.7195059679515,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"302",1,125.2678,"Fruits and Vegetables",0.104704537,14.264907074219,1985,"OUT019","Tier 1","Small","Grocery Store"
"303",0,167.0474,"Household",0.012540003,17.7,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"304",0,93.7436,"Breads",0.147023834,17.85,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"305",0,224.972,"Soft Drinks",0.159657596,9.395,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"306",0,250.5382,"Hard Drinks",0.141398626,15.75,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"307",0,241.2854,"Fruits and Vegetables",0.148821808,7.475,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"308",0,98.0068,"Frozen Foods",0,7.075,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"309",0,92.6436,"Baking Goods",0.029691762,6.445,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"310",0,235.0958,"Fruits and Vegetables",0.096715523,19.1,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"311",1,193.6162,"Dairy",0.014790559,20.25,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"312",1,59.1904,"Canned",0.054378253,15,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"313",1,89.1514,"Snack Foods",0.123428594,6.67,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"314",1,60.222,"Canned",0.029943463,12.7973398654033,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"315",1,112.7176,"Frozen Foods",0.052368061,16.7,1987,"OUT013","Tier 3","High","Supermarket Type1"
"316",0,115.5834,"Snack Foods",0.093861144,7.07,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"317",0,148.0076,"Snack Foods",0.033968647,6.48,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"318",1,228.272,"Fruits and Vegetables",0.173154079,19,1998,"OUT010","Tier 3","Medium","Grocery Store"
"319",0,147.5392,"Frozen Foods",0.139735226,13.35,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"320",0,146.6418,"Fruits and Vegetables",0.043351896,12.8116444490307,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"321",0,122.4388,"Hard Drinks",0.042086652,12.2765400117831,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"322",1,223.9404,"Baking Goods",0.12848269,9.695,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"323",0,62.6168,"Soft Drinks",0.049357077,15,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"324",1,149.9708,"Dairy",0.008326735,11.15,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"325",0,103.2306,"Fruits and Vegetables",0.021362955,20.85,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"326",0,194.3478,"Others",0.151420934,9.8,1998,"OUT010","Tier 3","Medium","Grocery Store"
"327",0,165.0842,"Meat",0.032511818,16.35,1987,"OUT013","Tier 3","High","Supermarket Type1"
"328",1,101.299,"Breads",0.022323658,9.6,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"329",0,129.9994,"Health and Hygiene",0.019292355,14.294548822266,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"330",0,216.7166,"Breads",0.048124443,13.35,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"331",0,76.367,"Dairy",0.09261307,20.7,1987,"OUT013","Tier 3","High","Supermarket Type1"
"332",0,158.4604,"Baking Goods",0.094697274,14.0618546616926,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"333",0,260.6278,"Fruits and Vegetables",0.035984104,16.2,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"334",1,230.9984,"Snack Foods",0.056596985,12.7363652433538,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"335",0,76.867,"Frozen Foods",0.2047,12.5349566872679,1985,"OUT019","Tier 1","Small","Grocery Store"
"336",1,129.3994,"Breakfast",0.020618324,18.6162164803238,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"337",0,101.3016,"Others",0.04709821,5.5,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"338",1,221.7456,"Fruits and Vegetables",0.087584126,15.1,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"339",1,122.9046,"Frozen Foods",0.038078899,15.7,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"340",1,104.4332,"Breakfast",0.095102092,7.895,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"341",1,164.5184,"Canned",0.011953902,15.7647758924553,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"342",1,88.183,"Baking Goods",0.062799379,17.35,1987,"OUT013","Tier 3","High","Supermarket Type1"
"343",0,174.3054,"Household",0.031125709,7.285,1987,"OUT013","Tier 3","High","Supermarket Type1"
"344",0,180.9976,"Household",0.026005891,20.25,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"345",0,190.9504,"Snack Foods",0.09246392,14.4438531330812,1985,"OUT019","Tier 1","Small","Grocery Store"
"346",0,59.5904,"Soft Drinks",0.107765165,15.85,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"347",0,66.3826,"Meat",0.010647477,6.17,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"348",0,182.2608,"Household",0.015749341,19.5,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"349",0,197.611,"Household",0.077628053,19.2,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"350",0,181.2292,"Canned",0,16.7,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"351",1,104.0648,"Breads",0.056695731,20.85,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"352",1,260.4594,"Breads",0.063993068,14.5,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"353",1,233.1616,"Meat",0.069529262,11.395,1987,"OUT013","Tier 3","High","Supermarket Type1"
"354",0,174.0422,"Soft Drinks",0.034452949,7.97,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"355",1,55.2956,"Snack Foods",0.06670068,7.71,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"356",1,141.7496,"Canned",0.034699737,19.25,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"357",0,142.2128,"Dairy",0.058346939,7.075,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"358",1,166.0816,"Meat",0.065203103,14.6834096921686,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"359",1,79.9276,"Frozen Foods",0.078929571,11.6,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"360",0,98.77,"Fruits and Vegetables",0.182514881,11.4132232092451,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"361",0,178.566,"Hard Drinks",0.016895293,12.1,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"362",0,118.244,"Health and Hygiene",0.073379745,10,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"363",0,81.896,"Baking Goods",0.08075758,14.35,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"364",0,58.222,"Snack Foods",0.112271498,10.395,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"365",0,182.6292,"Dairy",0.153741385,14.2044561765284,1985,"OUT019","Tier 1","Small","Grocery Store"
"366",0,211.4902,"Fruits and Vegetables",0.127929521,8.1,1987,"OUT013","Tier 3","High","Supermarket Type1"
"367",1,256.4646,"Fruits and Vegetables",0.07838564,8.05,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"368",1,108.7596,"Meat",0.078502143,9.195,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"369",1,212.5876,"Dairy",0.047684831,20.7,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"370",1,110.1544,"Fruits and Vegetables",0.123159656,15.7,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"371",1,60.2194,"Fruits and Vegetables",0,13.1596167265064,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"372",0,193.8162,"Health and Hygiene",0.053392944,13.5043006056343,1985,"OUT019","Tier 1","Small","Grocery Store"
"373",0,180.0318,"Household",0.036715907,16.5,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"374",0,176.437,"Snack Foods",0.065236932,9,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"375",1,41.2112,"Meat",0.041947547,6.785,1987,"OUT013","Tier 3","High","Supermarket Type1"
"376",0,178.6002,"Canned",0.082888496,19.5,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"377",0,195.2768,"Dairy",0.055390121,7.575,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"378",1,57.7904,"Fruits and Vegetables",0.012194556,18.2,1987,"OUT013","Tier 3","High","Supermarket Type1"
"379",0,169.8106,"Dairy",0.060495243,16.75,1987,"OUT013","Tier 3","High","Supermarket Type1"
"380",1,214.3218,"Frozen Foods",0,7.47,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"381",1,231.7958,"Fruits and Vegetables",0.014753811,16.7608110329412,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"382",0,38.019,"Fruits and Vegetables",0.160707489,15.0387894000622,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"383",1,119.4124,"Meat",0.085622362,13.85,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"384",1,37.4506,"Frozen Foods",0.046350909,6.635,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"385",1,130.4968,"Fruits and Vegetables",0.102920886,6.11,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"386",0,86.2198,"Snack Foods",0.026604781,15.25,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"387",0,96.4094,"Canned",0,15.85,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"388",0,235.1248,"Snack Foods",0.031860325,15.2,1998,"OUT010","Tier 3","Medium","Grocery Store"
"389",1,52.6666,"Snack Foods",0,11.6967306900864,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"390",0,150.5024,"Soft Drinks",0.021250002,20.75,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"391",0,143.2154,"Frozen Foods",0.159936948,10.195,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"392",0,164.021,"Fruits and Vegetables",0.129503146,7.605,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"393",1,88.5514,"Fruits and Vegetables",0.142688846,18,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"394",0,228.9352,"Dairy",0.179484411,12.9253317434422,1985,"OUT019","Tier 1","Small","Grocery Store"
"395",0,191.3504,"Household",0.089163056,18.35,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"396",0,84.8908,"Fruits and Vegetables",0.105761491,6.59,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"397",1,230.0984,"Snack Foods",0.056960814,13.8,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"398",1,173.5738,"Starchy Foods",0.00704098,21.2,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"399",1,166.4842,"Snack Foods",0.011026594,10.5,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"400",0,52.7956,"Household",0.093203257,8.97,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"401",0,50.9666,"Others",0.026916794,12.4248929145184,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"402",0,86.1224,"Health and Hygiene",0.035264298,10.6,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"403",0,231.1668,"Breads",0.015908424,13.65,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"404",0,211.0244,"Health and Hygiene",0.017719277,19,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"405",1,115.3518,"Snack Foods",0.035334201,12.3824869501097,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"406",0,48.9034,"Baking Goods",0.065652494,11.563308145006,1985,"OUT019","Tier 1","Small","Grocery Store"
"407",0,212.8218,"Snack Foods",0.056919038,6.865,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"408",1,40.2138,"Baking Goods",0.048143292,10.8,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"409",0,110.2886,"Dairy",0.022047313,16.7,1987,"OUT013","Tier 3","High","Supermarket Type1"
"410",0,126.2336,"Hard Drinks",0.090427268,13.1024570812253,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"411",0,150.1708,"Baking Goods",0.027779254,15.15,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"412",0,238.3248,"Household",0,10.5,1998,"OUT010","Tier 3","Medium","Grocery Store"
"413",0,174.2422,"Dairy",0.008033611,17.6,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"414",0,175.4738,"Meat",0.033088472,19.35,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"415",0,59.4562,"Household",0.160663021,15.7,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"416",0,155.5288,"Dairy",0.178975721,18.1,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"417",1,239.6538,"Starchy Foods",0.017627888,10.195,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"418",0,41.6454,"Breads",0.0194158,12.5916837308484,1985,"OUT019","Tier 1","Small","Grocery Store"
"419",0,211.0586,"Fruits and Vegetables",0.016993225,6.655,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"420",0,127.3336,"Household",0.027139013,19,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"421",0,98.0068,"Frozen Foods",0.03777249,7.075,1998,"OUT010","Tier 3","Medium","Grocery Store"
"422",0,181.2976,"Frozen Foods",0.036746479,13.15,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"423",1,226.8036,"Fruits and Vegetables",0.022460102,20.1,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"424",1,256.7672,"Dairy",0,20.35,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"425",0,190.1846,"Health and Hygiene",0.05213575,18.85,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"426",1,227.1062,"Fruits and Vegetables",0.062508438,16.35,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"427",0,196.2426,"Meat",0.007309544,11.3,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"428",0,182.6266,"Fruits and Vegetables",0.015623754,17.5,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"429",1,87.4514,"Fruits and Vegetables",0.142978223,18,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"430",0,51.535,"Dairy",0.017191055,7.935,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"431",0,37.3164,"Baking Goods",0.143592939,12.0157781214734,1985,"OUT019","Tier 1","Small","Grocery Store"
"432",1,184.5924,"Canned",0.011995271,20.25,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"433",1,149.1418,"Snack Foods",0.15717236,15.5,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"434",0,91.812,"Dairy",0.061393095,14.6080862198454,1985,"OUT019","Tier 1","Small","Grocery Store"
"435",1,155.7314,"Meat",0.264124669,11.8875432594039,1985,"OUT019","Tier 1","Small","Grocery Store"
"436",0,218.0508,"Soft Drinks",0.020310046,15.35,1987,"OUT013","Tier 3","High","Supermarket Type1"
"437",0,200.2084,"Health and Hygiene",0.054630834,10.1,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"438",1,115.4176,"Frozen Foods",0.052517969,16.7,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"439",1,213.4876,"Dairy",0.047565208,20.7,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"440",0,223.8404,"Starchy Foods",0.060797393,16,1987,"OUT013","Tier 3","High","Supermarket Type1"
"441",0,180.7634,"Starchy Foods",0.041291169,14,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"442",0,181.4318,"Fruits and Vegetables",0.022604051,12.85,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"443",1,105.6648,"Breads",0.056580228,20.85,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"444",0,120.5124,"Household",0.164196823,12.35,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"445",0,261.6594,"Frozen Foods",0.022976497,6.85,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"446",0,101.0042,"Fruits and Vegetables",0.027310252,10.3,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"447",1,49.6008,"Snack Foods",0.141975462,10.4202868293168,1985,"OUT019","Tier 1","Small","Grocery Store"
