Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type
1,329,110.1544,1230.3984,3,0.12315965599999999,15.7,7,2,1,,1
1,330,60.2194,1733.7432,3,0.0,,0,5,2,Medium,3
0,331,193.8162,384.8324,9,0.053392944000000005,,0,4,0,Small,0
0,332,180.0318,3969.4996,4,0.036715907,16.5,5,7,1,,1
0,333,176.437,7763.228,6,0.065236932,9.0,6,6,1,Small,1
1,334,41.2112,809.6128,2,0.041947547,6.785,1,1,2,High,1
0,335,178.6002,1253.7014,11,0.08288849599999999,19.5,8,3,2,Medium,2
0,336,195.2768,5715.2272,0,0.055390120999999994,7.575,2,8,0,Small,1
1,337,57.7904,1464.76,3,0.012194556,18.2,1,1,2,High,1
0,338,169.8106,3251.1014,0,0.060495243,16.75,1,1,2,High,1
1,339,214.3218,4274.436,7,0.0,7.47,6,6,1,Small,1
1,340,231.7958,5375.0034,3,0.014753811,,0,5,2,Medium,3
0,341,38.019,1318.2839999999999,3,0.160707489,,0,5,2,Medium,3
1,342,119.4124,2251.7356,2,0.085622362,13.85,8,3,2,Medium,2
1,343,37.4506,1176.4686,7,0.046350909,6.635,7,2,1,,1
1,197,130.4968,3523.4136,3,0.102920886,6.11,2,8,0,Small,1
0,38,86.2198,610.5386,6,0.026604781,15.25,6,6,1,Small,1
0,344,96.4094,1237.7222,11,0.0,15.85,6,6,1,Small,1
0,345,235.1248,474.0496,6,0.031860325,15.2,3,0,2,,0
1,346,52.6666,717.7324,6,0.0,,0,5,2,Medium,3
0,251,150.5024,2580.6408,1,0.021250002,20.75,2,8,0,Small,1
0,49,143.2154,2552.6772,7,0.159936948,10.195,2,8,0,Small,1
0,347,164.021,3914.9040000000005,3,0.12950314599999999,7.605,5,7,1,,1
1,348,88.5514,796.9626,3,0.142688846,18.0,2,8,0,Small,1
0,18,228.9352,916.1408,0,0.179484411,,0,4,0,Small,0
0,349,191.3504,3259.7568,4,0.08916305599999999,18.35,5,7,1,,1
0,244,84.8908,1677.816,3,0.105761491,6.59,4,9,0,Medium,1
1,296,230.0984,3707.1744,6,0.056960814000000005,13.8,4,9,0,Medium,1
1,350,173.5738,2954.1546,13,0.00704098,21.2,2,8,0,Small,1
1,351,166.4842,2652.5472,6,0.011026593999999999,10.5,8,3,2,Medium,2
0,352,52.7956,1037.3164,4,0.093203257,8.97,5,7,1,,1
0,353,50.9666,717.7324,14,0.026916793999999997,,0,5,2,Medium,3
0,354,86.1224,426.11199999999997,9,0.035264298,10.6,5,7,1,,1
0,355,231.1668,6911.004,12,0.015908423999999997,13.65,6,6,1,Small,1
0,356,211.0244,3811.0392,9,0.017719277,19.0,2,8,0,Small,1
1,357,115.3518,2277.036,6,0.035334201,,0,5,2,Medium,3
0,358,48.9034,48.6034,5,0.065652494,,0,4,0,Small,0
0,359,212.8218,5770.4886,6,0.056919038,6.865,4,9,0,Medium,1
1,360,40.2138,690.4346,5,0.048143292000000004,10.8,2,8,0,Small,1
0,361,110.2886,1890.2062,0,0.022047313,16.7,1,1,2,High,1
0,362,126.2336,3195.84,10,0.090427268,,0,5,2,Medium,3
0,363,150.1708,1504.7079999999999,5,0.027779254,15.15,2,8,0,Small,1
0,364,238.3248,711.0744,4,0.0,10.5,3,0,2,,0
0,365,174.2422,4311.055,0,0.008033611,17.6,8,3,2,Medium,2
0,64,175.4738,521.3214,2,0.033088472,19.35,2,8,0,Small,1
0,366,59.4562,829.5868,4,0.160663021,15.7,2,8,0,Small,1
0,367,155.5288,1571.2879999999998,0,0.178975721,18.1,7,2,1,,1
1,368,239.6538,2403.538,13,0.017627888,10.195,6,6,1,Small,1
0,369,41.6454,83.8908,12,0.0194158,,0,4,0,Small,0
0,370,211.0586,844.2344,3,0.016993225,6.655,5,7,1,,1
0,371,127.3336,2940.1728,4,0.027139012999999997,19.0,7,2,1,,1
0,270,98.0068,291.6204,7,0.03777249,7.075,3,0,2,,0
0,372,181.2976,3259.7568,7,0.036746479,13.15,5,7,1,,1
1,373,226.8036,3415.554,3,0.022460102000000003,20.1,4,9,0,Medium,1
1,374,256.7672,5624.6784,0,0.0,20.35,8,3,2,Medium,2
0,217,190.1846,6687.960999999999,9,0.05213575,18.85,4,9,0,Medium,1
1,218,227.1062,5642.655,3,0.062508438,16.35,4,9,0,Medium,1
0,164,196.2426,4943.565,2,0.007309544,11.3,8,3,2,Medium,2
0,375,182.6266,3135.2522,3,0.015623753999999998,17.5,8,3,2,Medium,2
1,348,87.4514,796.9626,3,0.14297822300000002,18.0,5,7,1,,1
0,376,51.535,848.895,0,0.017191055,7.935,5,7,1,,1
0,377,37.3164,38.6164,5,0.143592939,,0,4,0,Small,0
1,378,184.5924,4997.4948,11,0.011995271000000002,20.25,2,8,0,Small,1
1,379,149.1418,588.5672,6,0.15717236,15.5,4,9,0,Medium,1
0,380,91.81200000000001,372.848,0,0.061393095,,0,4,0,Small,0
1,381,155.7314,155.1314,2,0.264124669,,0,4,0,Small,0
0,382,218.0508,3038.7112,1,0.020310046000000002,15.35,1,1,2,High,1
0,383,200.2084,1587.2672,9,0.054630834,10.1,2,8,0,Small,1
1,277,115.4176,687.1056,7,0.052517969000000005,16.7,5,7,1,,1
1,328,213.4876,1929.4884,0,0.047565208,20.7,4,9,0,Medium,1
0,136,223.8404,3600.6464,13,0.060797393,16.0,1,1,2,High,1
0,384,180.7634,2181.1608,13,0.041291168999999996,14.0,2,8,0,Small,1
0,385,181.4318,3428.2042,3,0.022604051,12.85,2,8,0,Small,1
1,312,105.6648,623.1888,12,0.056580227999999996,20.85,5,7,1,,1
0,386,120.5124,2133.2232,4,0.16419682300000002,12.35,4,9,0,Medium,1
0,387,261.6594,3401.5722,7,0.022976497000000002,6.85,8,3,2,Medium,2
0,388,101.0042,1289.6546,3,0.027310252,10.3,6,6,1,Small,1
1,389,49.6008,50.6008,6,0.141975462,,0,4,0,Small,0
0,390,45.9428,790.9704,0,0.0,8.775,1,1,2,High,1
0,391,129.2626,3147.9024,9,0.01619866,18.85,7,2,1,,1
0,392,56.7614,2486.763,4,0.014205168,,0,5,2,Medium,3
0,393,141.0812,1139.8496,5,0.09344495,14.85,6,6,1,Small,1
1,394,84.3592,1816.3024,7,0.019199733,20.5,2,8,0,Small,1
1,395,51.935,199.74,11,0.15412025199999999,7.84,8,3,2,Medium,2
0,396,196.7452,978.7260000000001,7,0.089004389,18.25,5,7,1,,1
1,397,85.854,2683.1740000000004,6,0.011117041000000001,10.3,1,1,2,High,1
0,398,169.9448,2897.5616,4,0.103422709,12.5,6,6,1,Small,1
0,243,260.5594,9158.079,0,0.089035961,,0,5,2,Medium,3
1,117,93.212,1957.4520000000002,11,0.102723919,20.25,2,8,0,Small,1
1,98,40.2822,1296.3126,1,0.024733134,,0,5,2,Medium,3
0,399,140.3838,2528.7084,9,0.044871033,15.0,1,1,2,High,1
0,400,38.7138,284.2966,3,0.029760052000000002,8.325,1,1,2,High,1
0,401,38.6506,759.012,11,0.078999287,15.85,7,2,1,,1
0,402,117.3782,1787.6729999999998,0,0.020870744,13.1,2,8,0,Small,1
0,403,111.3228,2431.5016,4,0.031599715,6.26,7,2,1,,1
0,404,173.1764,4466.1864,0,0.042413704,17.25,8,3,2,Medium,2
0,405,119.9098,2048.6666,7,0.072284689,5.765,6,6,1,Small,1
0,406,175.437,1940.807,4,0.009984847,13.6,1,1,2,High,1
0,407,88.78299999999999,2067.3089999999997,7,0.052852620999999995,10.5,7,2,1,,1
0,239,85.125,2663.2,5,0.014660821000000001,7.975,5,7,1,,1
1,408,192.1846,1146.5076,7,0.076354362,12.65,8,3,2,Medium,2
0,409,247.84599999999998,3448.844,4,0.07670963900000001,12.3,5,7,1,,1
0,410,184.8924,1665.8316,5,0.005677876,5.985,5,7,1,,1
0,411,184.7266,8114.7704,3,0.0,,0,5,2,Medium,3
1,412,132.5284,1713.7692,6,0.012282366000000001,15.15,4,9,0,Medium,1
0,413,56.4246,810.9444,11,0.026681262,12.35,2,8,0,Small,1
0,414,84.9224,1193.1136,7,0.127541722,14.3,2,8,0,Small,1
0,256,93.4094,856.8846,4,0.119513002,8.695,6,6,1,Small,1
0,289,163.8842,165.7842,2,0.054463442,16.35,3,0,2,,0
1,415,151.3366,1057.9562,5,0.0,6.135,5,7,1,,1
0,310,185.0608,2205.1296,4,0.015756784,19.5,5,7,1,,1
1,416,182.3608,2940.1728,6,0.010907967,9.5,1,1,2,High,1
0,417,235.8616,3046.7008,10,0.07543556,8.895,6,6,1,Small,1
0,396,196.8452,3327.6684,7,0.0,18.25,2,8,0,Small,1
0,41,258.3278,520.6556,11,0.11519471699999999,21.35,3,0,2,,0
0,418,174.83700000000002,2999.429,6,0.066922802,19.7,6,6,1,Small,1
0,74,90.0804,2113.2492,5,0.064636203,,0,5,2,Medium,3
0,419,117.8466,942.7728,3,0.10319540099999999,16.6,5,7,1,,1
0,420,74.0354,75.2354,0,0.13121032,,0,4,0,Small,0
0,421,133.6284,1581.9408,3,0.035747522000000004,10.895,2,8,0,Small,1
1,203,37.4506,37.9506,7,0.192650072,,0,4,0,Small,0
0,422,151.3024,151.8024,9,0.09803177099999999,,0,4,0,Small,0
1,423,248.8092,3486.1288,12,0.030118337999999998,,0,5,2,Medium,3
0,424,195.2478,4262.4516,4,0.016201845,8.51,7,2,1,,1
0,425,243.9828,731.0484,6,0.05837308,14.15,3,0,2,,0
0,426,128.8678,1398.8458,3,0.087652908,6.65,6,6,1,Small,1
1,427,177.96599999999998,2336.958,6,0.065999008,15.25,4,9,0,Medium,1
0,396,196.5452,2348.9424,7,0.088750333,18.25,1,1,2,High,1
1,428,196.8768,7094.7648,3,0.100277876,,0,5,2,Medium,3
1,429,87.4856,1054.6272,7,0.09925243800000001,16.0,6,6,1,Small,1
0,430,127.831,1298.31,4,0.0,19.2,5,7,1,,1
0,431,117.815,2330.3,4,0.0,12.15,7,2,1,,1
0,432,208.9954,4584.6988,7,0.026384672,8.895,4,9,0,Medium,1
0,433,263.4568,527.3136,0,0.228993134,10.895,3,0,2,,0
1,434,76.1986,1869.5664,0,0.065431917,16.0,7,2,1,,1
0,435,106.928,2876.256,7,0.026749991,,0,5,2,Medium,3
0,436,43.6744,407.4696,5,0.0,9.195,8,3,2,Medium,2
1,437,201.0742,2189.8162,3,0.043333912,11.35,8,3,2,Medium,2
0,34,144.0102,1603.9122,9,0.08965681199999999,10.0,7,2,1,,1
0,438,82.4908,2013.3792,14,0.039954281,9.395,6,6,1,Small,1
0,439,95.9752,95.8752,1,0.087854925,,0,4,0,Small,0
0,440,192.8478,774.9912,8,0.14940405699999998,20.75,3,0,2,,0
0,39,128.40200000000002,2403.538,2,0.0268952,9.8,5,7,1,,1
0,441,258.5646,4380.2982,7,0.065857092,5.695,8,3,2,Medium,2
0,341,37.819,219.71400000000003,3,0.161817014,18.2,5,7,1,,1
1,442,49.2034,729.051,5,0.082197959,19.35,1,1,2,High,1
0,443,106.6938,1393.5194,10,0.015335349,18.35,5,7,1,,1
0,209,163.6526,5262.4832,4,0.00599072,6.36,5,7,1,,1
0,444,46.506,372.848,1,0.013898123,9.8,8,3,2,Medium,2
1,445,99.9042,3273.7386,5,0.078912473,,0,5,2,Medium,3
0,446,231.7642,5344.3766,4,0.059776237,,0,5,2,Medium,3
1,343,39.7506,303.6048,7,0.0,6.635,1,1,2,High,1
0,367,156.7288,314.2576,0,0.29788371199999997,18.1,3,0,2,,0
0,4,56.0614,276.307,4,0.022059594,8.93,3,0,2,,0
0,447,38.9506,721.0614,3,0.03532494,8.3,1,1,2,High,1
0,448,112.7544,3467.4864,4,0.124967595,8.895,5,7,1,,1
1,218,225.9062,5416.9488,3,0.062411404000000004,16.35,2,8,0,Small,1
0,449,140.5154,283.6308,9,0.032754431,8.6,8,3,2,Medium,2
0,450,160.2894,323.5788,4,0.160178832,,0,4,0,Small,0
1,280,227.77200000000002,5206.556,3,0.10403514800000001,19.0,7,2,1,,1
0,451,157.263,2503.408,7,0.06390019,7.56,5,7,1,,1
1,452,104.899,1960.781,7,0.06264811099999999,12.6,1,1,2,High,1
0,453,184.7924,370.1848,14,0.11168586800000001,15.6,3,0,2,,0
0,454,49.5376,95.8752,11,0.23303981699999998,8.71,3,0,2,,0
0,367,158.1288,3299.7048,0,0.17824575,18.1,4,9,0,Medium,1
0,281,150.2392,2684.5056,7,0.140241213,13.35,7,2,1,,1
0,155,173.3738,2085.2856,3,0.0,16.6,2,8,0,Small,1
0,455,221.9456,2210.456,7,0.033935576,6.695,6,6,1,Small,1
1,456,47.4034,2187.153,3,0.016516275,,0,5,2,Medium,3
0,457,57.2614,1049.9666,7,0.026537206,16.6,2,8,0,Small,1
0,458,145.047,2719.7929999999997,14,0.015673267,15.35,6,6,1,Small,1
0,90,54.593,56.593,3,0.089083914,19.7,3,0,2,,0
0,459,78.6328,231.6984,5,0.13115279900000001,14.3,7,2,1,,1
1,460,195.8426,5734.5354,11,0.083109455,,0,5,2,Medium,3
0,461,138.718,1398.18,7,0.045818773,10.0,1,1,2,High,1
0,462,76.467,1531.34,1,0.044869794000000005,14.8,6,6,1,Small,1
1,463,160.692,319.584,11,0.0,,0,4,0,Small,0
1,464,43.8744,633.8416,0,0.04605781,8.71,4,9,0,Medium,1
0,465,252.0698,1014.6792,7,0.030815427000000003,12.15,3,0,2,,0
0,466,97.0094,2094.6068,9,0.01806055,17.85,5,7,1,,1
1,467,171.3448,2386.2272,3,0.035205866,9.5,4,9,0,Medium,1
1,468,34.7558,780.9834,6,0.076705948,11.8,6,6,1,Small,1
0,469,139.8496,1693.7952,11,0.089677773,14.1,2,8,0,Small,1
0,470,168.4158,334.2316,0,0.132327406,,0,4,0,Small,0
1,318,168.3816,1342.2528,2,0.065520388,19.35,2,8,0,Small,1
0,471,190.6872,4916.2672,3,0.012518706999999999,19.75,7,2,1,,1
1,472,78.696,1757.7120000000002,11,0.050353695,10.3,7,2,1,,1
0,473,108.5912,1637.868,14,0.110762642,,0,5,2,Medium,3
0,474,84.925,1747.725,6,0.045050674000000006,,0,5,2,Medium,3
0,475,193.4504,2876.256,0,0.083016832,10.8,7,2,1,,1
1,476,139.9838,1966.7732,3,0.0,17.75,5,7,1,,1
0,477,106.32799999999999,958.752,1,0.023983257999999997,8.575,8,3,2,Medium,2
0,478,40.2138,81.2276,0,0.075836522,19.1,3,0,2,,0
1,479,123.4388,1238.388,3,0.100330684,20.7,4,9,0,Medium,1
0,480,157.892,319.584,6,0.051778173,,0,4,0,Small,0
1,481,211.0928,4418.2488,6,0.022970467999999997,6.785,6,6,1,Small,1
0,482,259.7278,2863.6058,10,0.066014596,6.57,1,1,2,High,1
1,174,264.9568,1845.5976,6,0.07429945,5.78,5,7,1,,1
1,483,93.1804,1561.9668,8,0.131128467,6.92,4,9,0,Medium,1
1,273,194.1162,3848.324,0,0.014816356000000001,20.25,4,9,0,Medium,1
0,484,149.005,2097.27,3,0.049318315,13.65,5,7,1,,1
1,485,81.596,639.168,6,0.017960491999999998,13.5,7,2,1,,1
0,486,92.61200000000001,559.2719999999999,9,0.035801238,16.5,8,3,2,Medium,2
1,487,146.5102,2770.3938,6,0.038606365,16.7,5,7,1,,1
0,488,99.7384,295.6152,7,0.008871687,8.68,8,3,2,Medium,2
0,55,36.2506,37.9506,10,0.125793938,,0,4,0,Small,0
0,489,115.2834,1267.0174,6,0.058369013,7.235,8,3,2,Medium,2
1,98,39.3822,353.5398,1,0.0,16.75,2,8,0,Small,1
0,490,92.11200000000001,1118.5439999999999,1,0.07326933599999999,15.35,6,6,1,Small,1
0,491,245.9144,4655.2736,3,0.049677650999999996,10.8,1,1,2,High,1
0,403,110.2228,1547.3192,4,0.031470832000000004,6.26,4,9,0,Medium,1
1,492,105.3306,1045.306,2,0.024579432000000002,5.63,4,9,0,Medium,1
1,483,91.8804,275.6412,8,0.131665479,6.92,7,2,1,,1
0,493,212.0928,2735.1064,7,0.015523707,12.15,8,3,2,Medium,2
0,155,175.5738,347.5476,3,0.122475364,16.6,5,7,1,,1
0,494,182.7634,3817.0314,6,0.10789139800000001,9.195,2,8,0,Small,1
0,7,104.3622,1905.5196,6,0.128065918,19.0,6,6,1,Small,1
0,474,83.825,665.8,6,0.045361705,9.395,5,7,1,,1
0,288,192.1478,2324.9736,14,0.09039035699999999,9.8,1,1,2,High,1
0,495,109.2228,3205.1612,3,0.087029712,,0,5,2,Medium,3
0,217,189.1846,2101.9306,9,0.052054819,18.85,2,8,0,Small,1
0,496,152.3024,1821.6288,4,0.051952572999999995,9.13,5,7,1,,1
1,497,152.2024,3643.2576,11,0.050786366,9.0,7,2,1,,1
0,498,114.586,2942.836,4,0.067141355,17.1,6,6,1,Small,1
1,499,40.2454,587.2356,5,0.121485195,6.715,1,1,2,High,1
0,500,167.77900000000002,2886.243,4,0.080640478,5.82,2,8,0,Small,1
0,501,110.2886,2223.772,3,0.037699254,18.7,5,7,1,,1
0,92,123.2414,487.3656,7,0.0,7.93,8,3,2,Medium,2
0,502,211.7218,5770.4886,4,0.034501405,18.75,7,2,1,,1
0,503,117.7466,1414.1592,6,0.053795154000000005,,0,5,2,Medium,3
0,504,188.85299999999998,5502.8369999999995,1,0.044004675,5.0,2,8,0,Small,1
0,505,76.8354,2181.8266,5,0.0,7.445,2,8,0,Small,1
0,506,193.9452,1565.9616,6,0.12125037400000001,20.85,2,8,0,Small,1
0,86,115.1808,1054.6272,2,0.0,20.85,8,3,2,Medium,2
0,507,112.9886,1667.829,7,0.10023011400000001,19.2,4,9,0,Medium,1
0,508,175.6712,2812.3392,4,0.167383061,17.35,2,8,0,Small,1
1,509,98.1726,489.36300000000006,5,0.034404732,14.3,6,6,1,Small,1
0,335,179.3002,2865.6032,11,0.082719632,19.5,5,7,1,,1
0,510,90.7462,1665.8316,6,0.041913535,6.675,6,6,1,Small,1
0,511,143.8154,2694.4926,4,0.0132043,8.18,7,2,1,,1
0,512,83.4934,1555.9746,11,0.041105789,6.98,2,8,0,Small,1
0,513,87.9172,3836.3396,13,0.141106202,,0,5,2,Medium,3
0,246,90.7488,543.2928,6,0.036463975,16.85,5,7,1,,1
0,514,196.3794,1950.7939999999999,9,0.01946418,14.8,1,1,2,High,1
1,515,57.3562,177.7686,6,0.0,12.3,1,1,2,High,1
0,516,206.9638,1035.319,13,0.12308681199999999,7.435,5,7,1,,1
1,517,42.8796,949.4308,3,0.10564685300000001,15.1,6,6,1,Small,1
1,518,160.5578,1283.6624,6,0.11814937699999999,9.195,7,2,1,,1
0,519,59.9878,484.7024,10,0.046545786,10.1,1,1,2,High,1
1,434,79.5986,934.7832,0,0.065009745,16.0,1,1,2,High,1
1,456,48.1034,534.6374,3,0.016630303,17.7,5,7,1,,1
1,520,39.448,878.8560000000001,11,0.134532392,8.1,4,9,0,Medium,1
0,521,120.1756,1332.9316,5,0.083133128,20.6,4,9,0,Medium,1
0,522,127.9678,3560.6984,4,0.039428167,20.35,8,3,2,Medium,2
0,261,93.1462,647.8234,5,0.0,8.195,8,3,2,Medium,2
0,523,248.675,4993.5,0,0.034823127,17.75,5,7,1,,1
0,269,240.6854,1691.7978,3,0.148492521,7.475,6,6,1,Small,1
1,524,188.7214,1695.7926,3,0.06590129900000001,19.0,8,3,2,Medium,2
1,525,124.0072,4042.7376,3,0.041622264,12.6,4,9,0,Medium,1
0,333,174.83700000000002,4763.799,6,0.064933297,,0,5,2,Medium,3
1,302,102.6332,1640.5312,8,0.0945493,7.895,6,6,1,Small,1
0,308,58.7904,1288.9888,1,0.107076832,,0,5,2,Medium,3
0,224,112.3886,2334.9606,3,0.12867498300000002,17.1,5,7,1,,1
0,526,148.5418,2207.127,11,0.18832266399999997,8.355,8,3,2,Medium,2
1,527,145.2102,437.4306,7,0.0,,0,4,0,Small,0
0,528,118.4124,2370.248,6,0.052025392000000004,18.5,1,1,2,High,1
1,524,189.9214,5087.3778,3,0.065316099,,0,5,2,Medium,3
1,529,101.899,103.199,11,0.01516265,8.975,3,0,2,,0
1,530,224.4088,4697.8848,3,0.053584207,10.1,2,8,0,Small,1
1,531,158.6578,2406.867,6,0.020989132,9.285,1,1,2,High,1
1,532,238.3222,5736.5328,0,0.144017405,11.6,2,8,0,Small,1
0,63,183.4266,7192.6374,6,0.11597812199999999,,0,5,2,Medium,3
0,533,220.7798,6611.394,2,0.081465335,12.5,8,3,2,Medium,2
0,534,142.3496,3246.4408,6,0.041177505,16.0,7,2,1,,1
0,535,51.6982,1262.3568,0,0.042352822000000005,14.15,8,3,2,Medium,2
0,536,94.1462,1758.3778,4,0.074541867,20.2,8,3,2,Medium,2
1,537,211.5902,4672.5844,11,0.18454121,13.65,5,7,1,,1
0,215,253.1724,3775.086,4,0.114160573,17.25,7,2,1,,1
0,538,147.4102,2478.7734,1,0.175352413,5.655,4,9,0,Medium,1
1,539,182.2318,3067.3406,7,0.083590755,20.75,6,6,1,Small,1
1,191,105.4622,3281.7282,6,0.029471407999999998,5.175,1,1,2,High,1
1,540,46.2744,1086.5856,3,0.028282832,20.0,7,2,1,,1
0,10,46.5402,229.701,3,0.0,11.8,3,0,2,,0
1,541,102.8674,1528.011,11,0.008208341999999999,16.75,5,7,1,,1
0,223,155.034,1990.7420000000002,0,0.03334929,18.35,8,3,2,Medium,2
0,542,95.141,868.8689999999999,3,0.076060037,12.8,2,8,0,Small,1
0,543,103.0332,1230.3984,4,0.014301326000000001,19.75,2,8,0,Small,1
1,94,187.6556,938.778,3,0.074931201,8.75,8,3,2,Medium,2
0,105,234.03,4194.54,0,0.080131363,13.3,8,3,2,Medium,2
0,80,194.6136,1166.4816,4,0.167444431,18.85,1,1,2,High,1
1,544,222.9114,5764.4964,6,0.03033748,9.695,4,9,0,Medium,1
0,545,37.5506,113.8518,3,0.04874969,20.7,6,6,1,Small,1
0,546,174.408,7443.644,13,0.014788593999999999,,0,5,2,Medium,3
0,252,191.7846,3057.3536,3,0.11129811099999999,11.1,7,2,1,,1
1,547,83.3224,3579.3408,11,0.05268526,8.975,1,1,2,High,1
0,465,253.1698,1522.0188,7,0.018485511,12.15,8,3,2,Medium,2
0,548,35.4216,450.0808,4,0.184689756,7.67,1,1,2,High,1
1,549,76.9012,607.2096,3,0.064153845,13.8,1,1,2,High,1
0,550,120.1098,1325.6078,12,0.092516598,4.785,1,1,2,High,1
1,551,105.3622,1270.3464,11,0.10424519800000001,20.0,4,9,0,Medium,1
1,334,43.4112,1107.8912,2,0.041779181,,0,5,2,Medium,3
0,552,254.104,3542.0559999999996,10,0.07226985,8.395,8,3,2,Medium,2
1,553,95.2752,1534.0032,2,0.17980696100000002,6.175,8,3,2,Medium,2
0,554,89.2198,1308.297,0,0.044995630999999994,8.21,4,9,0,Medium,1
0,90,55.393,1471.418,3,0.053523765,19.7,7,2,1,,1
0,555,89.6514,1239.7196,4,0.041459372,19.6,8,3,2,Medium,2
0,556,175.3028,3896.2616,9,0.036234918,7.5,2,8,0,Small,1
1,557,214.4218,1496.0526,7,0.10544580099999999,5.845,8,3,2,Medium,2
0,558,151.6708,3460.8284,9,0.0,11.395,1,1,2,High,1
1,559,132.1968,2870.9296,3,0.05997133,7.17,8,3,2,Medium,2
1,166,114.7176,1259.6936,0,0.075595405,5.75,7,2,1,,1
1,82,178.2028,177.1028,3,0.21037580600000003,15.5,3,0,2,,0
0,77,99.77,798.96,6,0.059341019,7.76,6,6,1,Small,1
1,537,212.9902,3185.853,11,0.18520944,13.65,7,2,1,,1
0,560,98.3042,1488.0629999999999,2,0.098566832,10.8,4,9,0,Medium,1
0,252,189.2846,5159.2842,3,0.11084417,11.1,4,9,0,Medium,1
0,561,182.0318,5954.2494,6,0.035015199999999996,,0,5,2,Medium,3
1,232,226.8404,4500.808,2,0.023567538,12.8,4,9,0,Medium,1
0,562,123.0414,121.8414,3,0.0,8.785,3,0,2,,0
1,563,185.9556,4318.3788,3,0.04792722,20.6,6,6,1,Small,1
0,564,121.0782,3456.1678,0,0.036207786,7.89,5,7,1,,1
0,411,185.8266,1659.8394,3,0.044377096,16.85,1,1,2,High,1
0,565,127.402,759.012,4,0.034742632,16.35,5,7,1,,1
1,518,159.4578,4974.1918,6,0.116915909,,0,5,2,Medium,3
1,304,87.98299999999999,1707.777,5,0.062979148,17.35,5,7,1,,1
1,566,197.3768,7488.9184,3,0.068604503,,0,5,2,Medium,3
0,567,116.8124,2488.7604,4,0.03294861,,0,5,2,Medium,3
0,568,186.7556,2816.3340000000003,4,0.007450258,12.6,1,1,2,High,1
0,569,101.4674,2954.1546,9,0.09302771800000001,5.32,4,9,0,Medium,1
0,570,255.2698,761.0094,4,0.164864915,,0,4,0,Small,0
1,460,199.4426,593.2278,11,0.083498083,13.0,6,6,1,Small,1
0,571,50.2324,1298.31,1,0.014522363,,0,5,2,Medium,3
0,572,46.3376,1150.5024,4,0.025963795,19.85,6,6,1,Small,1
0,573,237.15900000000002,3072.667,9,0.019012262,17.6,7,2,1,,1
0,574,181.7976,3259.7568,4,0.059393919,14.6,6,6,1,Small,1
0,212,152.734,2756.4120000000003,11,0.027212057999999997,7.55,4,9,0,Medium,1
0,575,106.9254,2930.1858,11,0.013263968000000001,13.8,2,8,0,Small,1
1,576,99.2068,97.2068,6,0.079113947,17.25,3,0,2,,0
0,577,153.1656,1544.656,9,0.03020851,10.1,2,8,0,Small,1
1,578,212.5586,3165.8790000000004,2,0.049634817000000005,14.3,1,1,2,High,1
0,579,100.6016,1619.2256,5,0.047187038,9.8,2,8,0,Small,1
0,580,194.4478,387.4956,4,0.066681333,11.3,2,8,0,Small,1
0,548,36.3216,415.4592,4,0.185218446,7.67,5,7,1,,1
0,581,55.893,226.372,0,0.162462044,13.8,3,0,2,,0
0,582,160.0604,1267.6832,15,0.031273559,10.395,4,9,0,Medium,1
0,583,175.8028,1593.9252,0,0.042836778,20.7,2,8,0,Small,1
0,584,147.17600000000002,585.904,0,0.11412741800000001,,0,4,0,Small,0
1,585,149.605,3745.125,15,0.14689586599999999,17.35,8,3,2,Medium,2
0,586,104.82799999999999,1810.976,14,0.013420878999999998,16.35,8,3,2,Medium,2
0,587,167.0474,2358.2636,3,0.026181892999999998,19.35,2,8,0,Small,1
0,588,50.3034,145.8102,9,0.012184998999999998,15.2,7,2,1,,1
0,589,78.2302,554.6114,7,0.026428924,14.3,8,3,2,Medium,2
1,11,146.8102,3499.4448,0,0.045243612999999995,,0,5,2,Medium,3
1,590,127.3678,1780.3492,7,0.0,20.0,2,8,0,Small,1
1,591,172.1106,2566.659,7,0.076790922,,0,5,2,Medium,3
1,592,38.2848,1230.3984,6,0.045950475,10.1,7,2,1,,1
1,520,41.548,918.804,11,0.133673087,,0,5,2,Medium,3
0,338,170.7106,3079.9908,0,0.060252433,,0,5,2,Medium,3
1,593,56.9588,744.3644,7,0.08252970400000001,8.18,4,9,0,Medium,1
0,335,179.8002,716.4008,11,0.082552214,19.5,2,8,0,Small,1
0,31,254.7672,5113.344,6,0.08927225300000001,18.7,2,8,0,Small,1
1,594,48.5692,886.8456,0,0.072541731,12.35,5,7,1,,1
1,595,45.5718,1039.9796,2,0.017536671,16.0,1,1,2,High,1
0,552,253.704,4554.072,10,0.072088552,8.395,4,9,0,Medium,1
0,550,119.7098,1807.6470000000002,12,0.092781435,4.785,5,7,1,,1
0,596,122.6756,2665.8632,4,0.008644894,5.03,6,6,1,Small,1
0,597,174.3054,1751.0539999999999,6,0.025342692000000003,15.6,7,2,1,,1
0,305,173.6054,2626.5809999999997,4,0.031145742999999997,7.285,6,6,1,Small,1
0,598,120.9072,1470.0864,6,0.0,20.35,4,9,0,Medium,1
0,599,165.9816,4362.3216,6,0.030108283,17.7,7,2,1,,1
